name,city,kind,item_id,place_id,primary_type,business_status,is_lodging,lodging_types,all_types
Hello Kristof,Bica,Cafe,663e5f5927465035403b1f29,ChIJs2QPK4I0GQ0ReweViINIWxo,Coffee Shop,OPERATIONAL,,,"coffee_shop, brunch_restaurant, breakfast_restaurant, coffee_stand, cafe, coffee_roastery, food_store, store, restaurant, food, point_of_interest, establishment"
Hello World Saigon,District 1,Coworking Space,67dbb827a763429798b83c79,ChIJ8xtnZU0pdTERyibOuLgMwwM,Coworking space,OPERATIONAL,,,"coworking_space, event_venue, point_of_interest, establishment"
Hellocapitano Lifestyle Cafe,Gili Trawangan,Cafe,6613fb7f500c8e2486eee2e4,ChIJi8dy-gHezS0RozVgtFsjic8,Restaurant,OPERATIONAL,,,"restaurant, cafe, food, point_of_interest, establishment"
Herr Sonnenschein,Mitte,Cafe,67dbb82c90eb89a5859e03e9,ChIJCyQB-8S6uUcRM3sknBdISVc,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Hidden Coffee Roasters - El Born,El Born,Cafe,67dbb8180c22857f902f75ce,ChIJ_Rd6gU2jpBIRppS0tbTAe28,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, coffee_roastery, food_store, store, food, point_of_interest, establishment"
Hidden Gem Cafe Hanoi,The Old Quarter,Cafe,67dbb826ea3ad0a21ebb0609,ChIJjcSe2iKrNTERdmx-UM8RZIw,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, cocktail_bar, bar, restaurant, point_of_interest, food_store, store, food, establishment"
Highlands Coffee Vincom Landmark 81,Binh Thanh,Cafe,67dbb826a763429798b83be1,ChIJHY00tckpdTERE_LhbxoFQgU,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Hive Five Coworking Space Trogir,Trogir,Coworking Space,692a198139ec79a2157ebf5f,ChIJJahdRwBrNRMR4ZWV51AL350,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Honey,Pererenan,Cafe,65fa86d0e0379bf78d5245ab,ChIJ8fy5GTg50i0Rs-bdzi_Hn14,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
HoriZon morn,Tanote Bay,Cafe,67c19544f6fe73dd04bc3d5d,ChIJSU4eJDahVTARwTvIJeNE2VA,Thai restaurant,OPERATIONAL,,,"thai_restaurant, coffee_shop, cafe, candy_store, confectionery, food_store, restaurant, food, store, point_of_interest, establishment"
House of Yoreh,Canggu,Cafe,67d0ecf94f0518af37e6a370,ChIJq6QHrhg50i0RJ8J3LNZwJSQ,Coffee shop,OPERATIONAL,,,"coffee_shop, coffee_roastery, cafe, food_store, store, food, point_of_interest, service, establishment"
Hub Bali,Kuta (Bali),Coworking Space,6631cb0da256acf959355935,ChIJw61cI9pG0i0RDyuXkNL6Cn4,Coworking Space,OPERATIONAL,,,"coworking_space, real_estate_agency, point_of_interest, service, establishment"
Hub53 Coworking and Coliving Space,Nimman,Coworking Space,67dbb82121ae962504f3594b,ChIJvSqIVIsw2jARzD2AZd7JYCM,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Hundred Islands Coffee Bar,Baan Tai,Cafe,6784e21854cea2cf5f033c48,ChIJX8HmCzP8VDARmqvOQL4N2kA,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, breakfast_restaurant, bakery, restaurant, point_of_interest, food_store, store, food, establishment"
Hurley Surf Club,Central,Cafe,682f68ce868bdbefdaaab531,ChIJYR3mGuAnHw0R-bwyTYu0yvU,Sporting goods store,OPERATIONAL,,,"sporting_goods_store, store, point_of_interest, establishment"
Hustle Club Koh Phangan,Nai Wok,Coworking Space,6784e20fe8d7ba0be2f3866b,ChIJ4XhSgq_9VDARfmZSIal1vH8,Cafe,OPERATIONAL,,,"cafe, internet_cafe, business_center, coffee_shop, lounge_bar, coworking_space, breakfast_restaurant, night_club, bar, food_store, store, restaurant, food, service, point_of_interest, establishment"
I Am Vegan Babe,Canggu,Cafe,65fa86d0e0379bf78d52458b,ChIJbXTvjx450i0RFUEM8IfJu0U,Vegan Restaurant,OPERATIONAL,,,"vegan_restaurant, vegetarian_restaurant, restaurant, food, point_of_interest, establishment"
I Found You Cafe’,Silom,Cafe,674b37a0cc980781b21b0b01,ChIJ5fHMUc-f4jAR-DmPOgR19eM,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Idea Space,Battersea,Coworking Space,6809cff71f2325d5045f6070,ChIJ2XJRpaUFdkgRT1ggUPQa4TQ,Coworking space,OPERATIONAL,,,"coworking_space, cafe, real_estate_agency, food, service, point_of_interest, establishment"
Impact Brixton,Brixton,Coworking Space,6809cff8961511d665e9d6c4,ChIJ5_vAPGgEdkgR4IBYWwPb6ao,Coworking space,OPERATIONAL,,,"coworking_space, business_center, point_of_interest, service, establishment"
Impact Hub Budapest,District 7,Coworking Space,669a2349ecf0b0084c72732e,ChIJRdb4D0TcQUcR4JPomM0u8ik,Coworking Space,OPERATIONAL,,,"coworking_space, event_venue, point_of_interest, establishment"
Impact Hub Lisbon - Baixa,Baixa,Coworking Space,6809cff5369276b8469627bd,ChIJHxsOcq80GQ0RJxEI1ec1NT0,Coworking space,OPERATIONAL,,,"coworking_space, event_venue, point_of_interest, establishment"
Impact Hub London Euston,Euston,Coworking Space,6809cffe30e33b57847ddd0b,ChIJUeUQZFMbdkgRPJr65FLboJ4,Coworking space,OPERATIONAL,,,"coworking_space, event_venue, point_of_interest, establishment"
Impact Hub London King's Cross,King's Cross,Coworking Space,6809d00294d120b9c29c7b9b,ChIJ89Pfkz4bdkgRJppIm6Ugu7c,Coworking space,CLOSED_PERMANENTLY,,,"coworking_space, real_estate_agency, event_venue, point_of_interest, service, establishment"
InFact Coffee & Workspace,District 1,Cafe,67dbb8277b580966f91db1ac,ChIJE_nClM2rNTEREJ4NzWfBSr8,,ERROR:404,,,
Indigo Cafe & Eatery Thong Sala,Thong Sala,Cafe,6784e217a1caac0cd3e725c0,ChIJD9khwuT_VDARfkXE6PJWGOQ,Coffee shop,OPERATIONAL,,,"coffee_shop, pastry_shop, breakfast_restaurant, diner, winery, cafe, dessert_shop, bakery, farm, manufacturer, confectionery, food_store, store, restaurant, food, point_of_interest, service, establishment"
Indigo Specialty Coffee & Bakery,Srithanu,Cafe,6784e20fcac506bc5144cfaa,ChIJibO3RYn_VDARfs7A2pCPm9g,Cafe,OPERATIONAL,,,"cafe, wine_bar, ice_cream_shop, pastry_shop, pizza_restaurant, dessert_shop, vegan_restaurant, vegetarian_restaurant, breakfast_restaurant, bar, confectionery, bakery, food_store, store, restaurant, food, point_of_interest, establishment"
Industrious 245 Hammersmith Rd,Hammersmith,Coworking Space,6809d000fee47a27657c43e0,ChIJ3XEHU1IPdkgRsFt1nluQ6cI,Coworking space,OPERATIONAL,,,"coworking_space, business_center, event_venue, real_estate_agency, point_of_interest, service, establishment"
Industrious 70 St Mary Axe,City of London,Coworking Space,6809cffd146566dc3d30b316,ChIJnTbkUZoddkgR0vtvDTzLAf0,Coworking space,OPERATIONAL,,,"coworking_space, business_center, real_estate_agency, event_venue, service, point_of_interest, establishment"
Industrious 77 Coleman Street,Moorgate,Coworking Space,6809d004ad3417de7779e961,ChIJhVtKSFAddkgRHFIKDs-eFZ4,Coworking space,OPERATIONAL,,,"coworking_space, business_center, real_estate_agency, event_venue, service, point_of_interest, establishment"
Industrious St Peters Square,City Centre,Coworking Space,6809d00b95ba1239c121005a,ChIJtV-O5P-xe0gR1YkSEZYEE04,Coworking space,OPERATIONAL,,,"coworking_space, business_center, real_estate_agency, event_venue, service, point_of_interest, establishment"
Industrious Windmill Green,Spinningfields,Coworking Space,6809d009b596b2a76218ace0,ChIJ1z-s9nSxe0gRUzdFKrKwft4,Coworking space,OPERATIONAL,,,"coworking_space, business_center, real_estate_agency, event_venue, service, point_of_interest, establishment"
Inner Cafe & Bistro,Old City,Cafe,67c19546bddd0f94e2dfd425,ChIJeRDDLuw72jARqZZwtZMoaNA,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, coffee_shop, diner, breakfast_restaurant, dessert_restaurant, restaurant, food_store, store, point_of_interest, food, establishment"
Inner Space Coworking,Srithanu,Coworking Space,6784e20fdf81c9ffd09f7c18,ChIJoRLjJ14BVTARFE7aDbmgF3g,Coworking space,OPERATIONAL,,,"coworking_space, event_venue, point_of_interest, establishment"
Into the Woods,Old City,Cafe,67dbb8204c5a803673f3d106,ChIJP--oF5c62jAR94Dk9kP9tw0,Cafe,OPERATIONAL,,,"cafe, point_of_interest, food, establishment"
Itnig Cafe,Poblenou,Cafe,6667f39d6a52d785ab6f46df,ChIJpShTALmjpBIRr0RMPI0u4XA,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Itnig Coworking,Poblenou,Coworking Space,6667f39dfc62869767822cd0,ChIJ65zV4sKipBIRjf6IZkZZpsQ,Coworking Space,OPERATIONAL,,,"coworking_space, corporate_office, point_of_interest, establishment"
Itt Várlak,District 5,Cafe,669a23496fdc1972db6b8707,ChIJyfVSQwDFQUcRw-86c-UbEEk,Restaurant,CLOSED_PERMANENTLY,,,"restaurant, brunch_restaurant, bar, coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Ivy Cafe,Ubud,Cafe,65fa86d0e0379bf78d5247bc,ChIJw9fc4vw90i0RJsghm1LDzSk,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
J Hornig Kaffeebar,Neubau,Cafe,6676cf052abfbef196fc89e5,ChIJqfEt740HbUcRE8NQlWMKEfE,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
JOE & THE JUICE 801 Lexington Ave,Manhattan,Cafe,6840bf2684f557d9f0837ab4,ChIJ8T-DP-9YwokRYQrL1bbb1pg,Juice shop,OPERATIONAL,,,"juice_shop, fast_food_restaurant, coffee_shop, vegan_restaurant, vegetarian_restaurant, cafe, sandwich_shop, meal_takeaway, food_store, store, restaurant, food, point_of_interest, establishment"
Jelajah Coffee Gili Trawangan,Gili Trawangan,Cafe,6613fb7f1e3567ebe829cd12,ChIJ12iLopbdzS0RWQNt-BWsAwE,Coffee Shop,CLOSED_TEMPORARILY,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Jelajah Coffee Kuta,Kuta,Cafe,6619cfabb0e7d37fe24f9224,ChIJRzXocpKpzS0RMzuUQH-mvBs,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Jiboia Studio,Ajuda,Coworking Space,68a2fa2903f08bf14606d2f3,ChIJY50I7jXLHg0RoSOVKkbcU4k,Coworking space,OPERATIONAL,,,"coworking_space, art_studio, point_of_interest, service, establishment"
Joe's Bar,Jardim do Mar,Cafe,67d6559425c4c8e6544510ee,ChIJ93qNyjtSYAwRKP_RD7srwPs,Bar & grill,OPERATIONAL,,,"bar_and_grill, bar, restaurant, food, point_of_interest, establishment"
Jonas Reindl Coffee Roasters Alsergrund,Alsergrund,Cafe,6676cf05e2f7aa2056c0092e,ChIJDbD-L7wHbUcRkOB0QT93fJg,Coffee Shop,OPERATIONAL,,,"coffee_shop, coffee_roastery, cafe, food_store, supplier, wholesaler, food, store, point_of_interest, service, establishment"
Jonas Reindl Coffee Roasters Josefstadt,Josefstadt,Cafe,6676cf06a56a3a9ca5a86d38,ChIJa-QFmD4HbUcRmSVcqBE3PXw,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Jonas Reindl Coffee Roasters Neubau,Neubau,Cafe,6676cf06800e7ce0353e7198,ChIJg6qwRZgHbUcR-S5SjKjN-DA,Coffee Shop,OPERATIONAL,,,"coffee_shop, coffee_roastery, cafe, food_store, store, food, point_of_interest, establishment"
Jones the Grocer Dusit Thani Hotel,Trade Centre,Cafe,67d0057fac035010a7c1c08b,ChIJPWxKK4ZCXz4RTMTshoIOmK4,Australian restaurant,OPERATIONAL,,,"australian_restaurant, pastry_shop, dessert_shop, cafe, grocery_store, confectionery, bakery, food_store, store, restaurant, food, point_of_interest, establishment"
KAFFEIN home base,Innere Stadt,Cafe,67dbb82f68b145495a7cd801,ChIJpXYnaqMHbUcRz9sbooKarOA,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
KAPTÁR coworking,District 6,Coworking Space,669a2349996baedf02aa3917,ChIJY6XEAmvcQUcRtSyVXwT54t0,Coworking Space,OPERATIONAL,,,"coworking_space, business_center, wedding_venue, real_estate_agency, event_venue, point_of_interest, service, establishment"
KARIA Coworking,Kuta,Coworking Space,682f68ce3f5caf1d9b1fff69,ChIJlagOZYWpzS0RqrMwFD-zYW8,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
KOKOS Kitchen & Bar,Medewi,Cafe,6809d00b709fce94fc706d8c,ChIJ5aSSzsLX0y0RloqOAXOJlfk,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
KUDO (by hxi),Schwabing,Coworking Space,688cc1e525829eac2efe0cee,ChIJs2c9rKN1nkcR-wTN3Ig8cvg,Coworking space,CLOSED_PERMANENTLY,,,"coworking_space, point_of_interest, establishment"
KURUMI - Healthy Vegan Food & Desserts,My An,Cafe,67dbb823ef5a30fcd3257d6a,ChIJJUh90s0XQjERlFHyk531H1M,Vegan restaurant,OPERATIONAL,,,"vegan_restaurant, breakfast_restaurant, western_restaurant, vegetarian_restaurant, brunch_restaurant, cafe, dessert_shop, confectionery, food_store, store, restaurant, food, point_of_interest, establishment"
Kaffe 16,City Centre,Cafe,664d01f9ebf0715a6b27df3e,ChIJhZAZW5tJzDERoApOdwOoOgo,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Kafê Djan Djan,Mindelo,Cafe,676736d0943bc7a565c7f9b5,ChIJi4-bMd8fTwkRMbFQF0jTi_0,Coffee shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment"
Kaif Deli & Restaurant,Chaloklum,Cafe,6784e214dad4a33d2f896f69,ChIJtwZoMYsDVTARsZQD3iQUgf4,Restaurant,OPERATIONAL,,,"restaurant, coffee_shop, cocktail_bar, breakfast_restaurant, cafe, bar, food_store, store, food, point_of_interest, establishment"
Kaizen Coffee Ekamai,Ekkamai,Cafe,674b37a0e281a34da8daf3fa,ChIJgQ0MLEye4jARHJXN1f_K5a0,Cafe,OPERATIONAL,,,"cafe, breakfast_restaurant, restaurant, food, point_of_interest, establishment"
Kalm​ Village​ Chiang Mai,Old City,Cafe,67dbb821507d6795321a8d07,ChIJLbX7JJI72jARhFaSmKv7fS0,,OPERATIONAL,,,"point_of_interest, establishment"
Kanso Coffee Lab,Altstadt-Lehel,Cafe,66c1ffe7d6f79a015a526223,ChIJu8rtL6h1nkcR4EhxOW81hBc,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Karma Kafe,Srithanu,Cafe,6784e21b5a861705e4831fac,ChIJwTJPet8BVTAROH53yDK3Ug0,Vegetarian restaurant,CLOSED_PERMANENTLY,,,"vegetarian_restaurant, dessert_shop, confectionery, vegan_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Karya CoWorking,Berawa,Coworking Space,65fa86d0e0379bf78d5245b1,ChIJ6fBvIpg50i0R8764BCFFN60,Coworking Space,OPERATIONAL,,,"coworking_space, yoga_studio, fitness_center, gym, coffee_shop, cafe, event_venue, sports_complex, sports_school, food_store, sports_activity_location, store, health, food, point_of_interest, establishment"
Kastner Kommunity Cafe,District 8,Cafe,67dbb82021ae962504f35855,ChIJG0oDfozdQUcRMvyTfUW21gU,Coffee shop,OPERATIONAL,,,"coworking_space, gift_shop, coffee_shop, cafe, event_venue, food_store, food, store, point_of_interest, establishment"
Kastner Kommunity Coworking,District 8,Coworking Space,67dbb81f504f03ad3bff4643,ChIJG0oDfozdQUcRMvyTfUW21gU,Coffee shop,OPERATIONAL,,,"coffee_shop, coworking_space, gift_shop, cafe, event_venue, food_store, store, food, point_of_interest, establishment"
Kavana Procaffe,Spinut,Cafe,67dbb82d5203d0ff237913ce,ChIJ_Yikv_FdNRMR11pqmNUGmM8,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Kawisari Farm Shop Bali,Canggu,Cafe,68a2fa2ada4c4a5087adda9f,ChIJH21JAz5H0i0R9xl0tIvpu1w,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Kayu Cafe and Restaurant,Gili Trawangan,Cafe,6613fb81dda321d23ab5d00f,ChIJ4fITFv_dzS0RNcUbLBl8Tq0,Cafe,OPERATIONAL,,,"cafe, brunch_restaurant, coffee_shop, vegetarian_restaurant, breakfast_restaurant, bakery, food_store, store, restaurant, food, point_of_interest, establishment"
Keep Banana,Sendling,Cafe,66c1ffe7c2f1bc92ad2e4c52,ChIJgyheZnDfnUcRdY8QD4t1SIE,Ice Cream Shop,OPERATIONAL,,,"ice_cream_shop, coffee_stand, coffee_shop, cafe, vegan_restaurant, vegetarian_restaurant, dessert_shop, confectionery, korean_restaurant, food_store, restaurant, food, store, point_of_interest, establishment"
Kelp Coworking Space Ericeira,Central,Coworking Space,67dbb8306a5781d34f54a7bf,ChIJB6gPC10nHw0RcRvqZe4q9OY,Coworking space,OPERATIONAL,,,"coworking_space, point_of_interest, establishment"
Kembali Innovation Hub,Seminyak,Coworking Space,6631c9dab3a10a2206c20839,ChIJvwMejyNH0i0RGqoZ478wf8Y,Coworking Space,OPERATIONAL,,,"coworking_space, community_center, event_venue, point_of_interest, service, establishment"
Kenza Cafe & Restaurant,Kuta,Cafe,6613fb82988813fc04886269,ChIJjUIwWCuozS0RYMQ5nRsAdjg,Restaurant,OPERATIONAL,,,"restaurant, family_restaurant, vegetarian_restaurant, breakfast_restaurant, halal_restaurant, seafood_restaurant, coffee_shop, cafe, cocktail_bar, food_store, bar, store, food, point_of_interest, establishment"
Kiez Kaffee Kraft,Prenzlauer Berg,Cafe,67dbb81b1eaac0167b91bbbc,ChIJKY0UIBtSqEcRt5V4KoYlcYM,Cafe,OPERATIONAL,,,"cafe, coffee_shop, food_store, store, food, point_of_interest, establishment"
Kif,Sukhumvit,Cafe,674b37a0a680442a2a7da64a,ChIJ4QGle8Sf4jARXb8JwZrV9eQ,Cafe,CLOSED_PERMANENTLY,,,"cafe, food, point_of_interest, establishment"
Kinoa Clean Eating,Pererenan,Cafe,6613fb7f7e56a77ee72e1d72,ChIJxalnKHE40i0RzS88Jn5sPR8,Restaurant,OPERATIONAL,,,"restaurant, coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Kismet,Ubud,Cafe,65fa86d0e0379bf78d5247be,ChIJaZ8GNJ890i0R8mupcbXg2cM,Bar,OPERATIONAL,,,"bar, point_of_interest, establishment"
Klaire - Coffee & Brunch,Phra Nakhon,Cafe,674b37a0d50b5fd22bcfeff6,ChIJr7j8GheZ4jARiNWjGqP4_KU,Brunch restaurant,OPERATIONAL,,,"brunch_restaurant, coffee_shop, breakfast_restaurant, cafe, food_store, store, restaurant, food, point_of_interest, establishment"
Kleines Cafe,Innere Stadt,Cafe,6676cf0629de5e0a4761112c,ChIJHSt-WZ4HbUcRXXl2amYnv1E,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Klippkroog,Altona,Cafe,67dbb8254b90ebc1123ca8e9,ChIJV2VGD4iFsUcR5YhCEh5L3HU,Cafe,OPERATIONAL,,,"cafe, wine_bar, vegan_restaurant, vegetarian_restaurant, breakfast_restaurant, bar, restaurant, food, point_of_interest, establishment"
KoHub,Long Beach,Coworking Space,67d509dbb3b07aef0c3584a2,ChIJ49oAH2ADTjARwCkDJRp-mlc,Coworking space,CLOSED_TEMPORARILY,,,"coworking_space, point_of_interest, establishment"
"Kopi Kota, Buduk",Dalung,Cafe,67a956442fd30ee1c7c86cfd,ChIJRbiC_Rw50i0RedJY1Mx3CEA,Cafe,OPERATIONAL,,,"cafe, coffee_shop, food_store, food, store, point_of_interest, establishment"
Kopi Pangeran,Ubud,Cafe,65fa86d0e0379bf78d5247bf,ChIJwcmKJRU90i0RbrIUc4kRWyY,Coffee Shop,OPERATIONAL,,,"coffee_shop, cafe, food_store, food, store, point_of_interest, establishment"
Kopi Susu,Gili Air,Cafe,6613fb813e12203aa057311a,ChIJZaeeKg_dzS0RKVEDAaov-Dw,Brunch Restaurant,OPERATIONAL,,,"brunch_restaurant, breakfast_restaurant, vegan_restaurant, vegetarian_restaurant, cafe, restaurant, food, point_of_interest, establishment"
Kozpont,District 7,Cafe,67dbb81da4e8954f6bec5797,ChIJtzkEAGrcQUcRgcggJP56f34,Coffee shop,OPERATIONAL,,,"coffee_shop, concert_hall, auditorium, cafe, live_music_venue, event_venue, bar, food_store, store, food, point_of_interest, establishment"
Kropka,Eimsbuettel,Cafe,67dbb825e400d4eb3b3db10e,ChIJ3Q7FBE2PsUcRYQ3yGcK6zsM,Cafe,OPERATIONAL,,,"cafe, bistro, coffee_shop, breakfast_restaurant, food_store, store, restaurant, food, point_of_interest, establishment"
Kybelle Cafe,Shoreditch,Cafe,67d0057fe660a8c7f2a6db6e,ChIJQb40l58ddkgRFbn9VWcLMJA,Brunch restaurant,OPERATIONAL,,,"brunch_restaurant, vegan_restaurant, vegetarian_restaurant, breakfast_restaurant, coffee_shop, cafe, food_store, restaurant, food, store, point_of_interest, establishment"
Kynd Canggu,Canggu,Cafe,65fa86d0e0379bf78d5245a2,ChIJpVHyY3RH0i0RnKcfxgLUYgw,Vegetarian Restaurant,OPERATIONAL,,,"vegetarian_restaurant, breakfast_restaurant, vegan_restaurant, family_restaurant, brunch_restaurant, cafe, restaurant, food, point_of_interest, establishment"
Kyso Cafe,Obergiesing-Fasangarten,Cafe,66c1ffe65f02084760873cd9,ChIJ5WKsQCffnUcRcyKoP7y0dvc,Cafe,OPERATIONAL,,,"cafe, food, point_of_interest, establishment"
Käthe Kaffee Oldenburg,Oldenburg,Cafe,6749620ea56284c241daf68e,ChIJNwcd5gTftkcRfK_B9tQk47U,Cafe,OPERATIONAL,,,"cafe, coffee_shop, coffee_roastery, food_store, store, food, point_of_interest, establishment"
L'ATELIER / PRAIA,Praia,Cafe,676736d01376786f173b888e,ChIJifjh7g6ZNQkRtnI2Riz6urk,Restaurant,OPERATIONAL,,,"restaurant, food, point_of_interest, establishment"
LABS 90 High Holborn,Holborn,Coworking Space,6809d001744673d0e5f5a887,ChIJ7awT0SYbdkgRqIgHCXDFZdw,Real estate agency,OPERATIONAL,,,"real_estate_agency, point_of_interest, service, establishment"
LABS Atrium,Camden Town,Coworking Space,6809cff9b0476ee3035a45f2,ChIJ9ZOaE-QadkgRAEG1Zx871vw,Real estate agency,OPERATIONAL,,,"real_estate_agency, point_of_interest, service, establishment"
LABS Hawley Lock,Camden Town,Coworking Space,6809cff8369276b84696299c,ChIJp-zMuKIbdkgR_zyM4KBsz-s,Real estate agency,OPERATIONAL,,,"real_estate_agency, service, point_of_interest, establishment"
